Timestamp,Username,Your Twitter,Your Sei wallet address,Your Discord Username (optional)
2023/04/10 3:28:56 PM AST,nan,@ArabiVeyse,sei1gjcusxuw28w97tqkml548euh5nlypkulpqmv7f,veysearabi#1542
2023/04/10 3:29:06 PM AST,nan,https://twitter.com/hunterof2100,sei1jn79dvtdws0hf5qae2nz7qzgv7lnlnn5gmwfvj,nan
2023/04/10 3:31:59 PM AST,nan,@nft13zdah43850,sei1rj6rufatk9sp8hp96gn6vu6wzkh9myyt4zj6ug,z1bor#0163
2023/04/10 3:33:46 PM AST,nan,https://twitter.com/mrrym_ag/status/1645510180816257035?s=20,sei1g65qjt74wkjdangat4rzeqeh2ets7mxk358tlc,nan
2023/04/10 3:33:53 PM AST,nan,https://twitter.com/Dineoleah1,sei1kfyxr6ekxv863wu0re9jyyafde6f29hj7t9m5t,Wyviasay#8401
2023/04/10 3:34:40 PM AST,nan,https://twitter.com/somayememar/status/1645509393373429766?s=20,sei1sajjyku2qjvvqgklfxpeuf3slt5ae322yk4u4z,somayeh#1182
2023/04/10 3:35:34 PM AST,nan,https://twitter.com/0xvestapak,sei13uxpwfgf355msse3zvt8xfvaupzy4uvhedjerj,0xvesta#1172
2023/04/10 3:35:48 PM AST,nan,https://twitter.com/sinemderen42/status/1645510607875997696,sei1yqcwxwrgw729zmhmwze6pxx6fz6t3ndt4vhx5v,airgame | Suiswap#5782
2023/04/10 3:37:20 PM AST,nan,https://twitter.com/arvin_radar,sei1cmshps94lrkh48xch2zgs05zvxpdfcawxfaswf,arvinra#6127
2023/04/10 3:37:35 PM AST,nan,danielpatzini,sei1wxh0n9mwu09xasr7hfc073xtp5usfy42s3rh0p,danieleuro#2734
2023/04/10 3:39:07 PM AST,nan,https://twitter.com/ElinTekin5/status/1645510980510842880?t=m6RKhTxhFvCeiWgZndeYFw&s=19,sei1r6t9dcj2x2j0hzuc252wmgawz6teew475x6ktg,Zahra.p1400#6173
2023/04/10 3:40:47 PM AST,nan,https://twitter.com/hosseinghashgh1,sei1jemzegll9sy7kj2s7rntljxvk6hw48st3xrx9y,nan
2023/04/10 3:42:47 PM AST,nan,@_aliSheriff_,sei1jlqvh0w655g688cfuuep8ake500pqkyxflqmh7,Alikal#9707
2023/04/10 3:43:20 PM AST,nan,https://twitter.com/J_Rahimi1/status/1645512404426452992?s=20,sei17y458d2t05mz8ch8ra6gnvuzhyy79jtt7el4jz,jmrit12#6549
2023/04/10 3:44:04 PM AST,nan,https://twitter.com/Roya12642658/status/1645512445476175878?s=20,sei1vmrx4auv8kyld3mgtsacdrx30m3pfcgtc8srg9,Roya.j
2023/04/10 3:45:35 PM AST,nan,https://twitter.com/Arman10628243/status/1645512742806364160?t=kaRCj7J7pqw5O-INCepDnQ&s=19,sei1ur0ltnyjnmqvvlr52rrg7kwg79zfq4xemptqm3,AnitaImani#6515
2023/04/10 3:46:21 PM AST,nan,@mamadhosein85,sei1efgwla84xvgq26fr8ddfsn3v7vs9jkhgpalgvm,mohamadhosein#6485
2023/04/10 3:46:27 PM AST,nan,https://twitter.com/Gias5970,sei12etwfux5d7nr7qlq8sm387axa67gveezpjj4tt,nan
2023/04/10 3:46:44 PM AST,nan,aliramsobhani,sei1k50jw0gfnv70kcp6f0tvhzyqvpkw9e3ydcv349,aliramworrior#6409
2023/04/10 3:47:06 PM AST,nan,@Aylintm1,sei1vysvswyd2kfaeaw93lvuw8tugluq7uewnkfd0y,aylin#5015
2023/04/10 3:48:29 PM AST,nan,@polaris57446082,sei12tvhzrf7wwu7y4x2fm9jvcyy25j5hzx5u4ngtz,polaris#4599
2023/04/10 3:49:45 PM AST,nan,https://twitter.com/Diara4349,sei16lcr7hstec8j6lr40c6djyqqj4unp00226uzvd,nan
2023/04/10 3:49:51 PM AST,nan,@Vsamirhesam,sei1t8f78jpduzs83kh23aresdgtu448phwa2e34ce,amirhesamvs#3995
2023/04/10 3:51:27 PM AST,nan,@Gogilbegil,sei1efc3tv23zqvc0y90gk3wsneh3dlw9y6c04v4f5,Vamen#3777
2023/04/10 3:51:31 PM AST,nan,@0x100jad,sei1c5a6nk3m44e9h85ql8488avtfv34dpnylvtwpa,100jad#2830
2023/04/10 3:51:59 PM AST,nan,https://twitter.com/Khadi58202078/status/1645514605316423680?t=KPovH0YxzQPw4RcQiTq17w&s=19,sei1p45c32j888gvypcjx7asc8hqsek23rny7ehsst,nazipanahi#2056
2023/04/10 3:53:14 PM AST,nan,https://twitter.com/Saraa0192,sei1cwtwtnepxwqkfeucd3cg7tdnmm5v3ag4wccfdq,nan
2023/04/10 3:53:37 PM AST,nan,@sepizzz1,sei1xkxvs9lm20hsnzmcxhv0pmam46nqkel70sxlt3,seppiz#7091
2023/04/10 3:53:53 PM AST,nan,makavellii1971,sei1dl3z0cdjznft2aghe0xscn9n3g2m76x5pm23pa,makavelli#0222
2023/04/10 3:54:30 PM AST,nan,https://twitter.com/Dayan5162/status/1645514664552398865?t=OCE0Eh5sUAuv6oI6zO9bcw&s=19,sei1mqku4cn57quzfyg8um6u78xfvrm2spajefhkw5,hamid5162#6422
2023/04/10 3:55:53 PM AST,nan,https://twitter.com/Serriilda,sei1r0za4xdjyxjmddp6h5qnj7fx59zuapcw9wfvjg,nan
2023/04/10 3:56:38 PM AST,nan,https://twitter.com/captanwhale/status/1645515759995564032?s=46&t=PCtQIh8vVIFs5-WUkXKE5w,sei1qhw22vmujaea3y4a3tc0wy0mxtnr78nf6kment,Captanwhale#1391
2023/04/10 3:56:39 PM AST,nan,omranipejman,sei19n3v3y88q9ak2wv3azga90vtlfvutdyg8ag526,pejimountain#6227
2023/04/10 3:57:27 PM AST,nan,@ngrmhd,sei14t7kw7dktll3a7j3gx3kdc9s5cpveqqtlsnfen,pendar#9527
2023/04/10 3:57:50 PM AST,nan,https://twitter.com/Parsasbr/status/1645516207057952773?s=20,sei1ah7lr8uujp3ngv8sdmetm2rx05awhgxdkmd2e0,parsasbr#7831
2023/04/10 3:57:58 PM AST,nan,@nft14harde66078,sei1twd354jgr4uv49v5w2x04tc63nwd83f9zkl2nt,feredd#9311
2023/04/10 3:58:24 PM AST,nan,#SparrowSwapAhoy.  @sparrowswapxyz  Sparrowswap worked perfectly well for me.,sei17vrcfgn0q396mfwqgyxrppkkyh3jyeyphuz5dz,nan
2023/04/10 3:58:28 PM AST,nan,https://twitter.com/biirdwhiistle,sei17fcz06lcwnxp6yx6qqxk3cxq6mqhfc7r2n86c5,nan
